customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn,avg_latency_ms,signal_strength_dbm,packet_loss_rate,num_complaints,avg_resolution_time,last_complaint_days_ago,usage_prev_month,usage_last_month,usage_drop_pct
CUST0,52,119.40816546455756,5752.9463359246365,Month-to-month,DSL,Credit card,0,36.23559374742414,-91.27032527758422,0.04781084792302641,1,19.979946820740842,26,41.673550351707,34.27933198217265,0.17743192761668491
CUST1,15,21.107855259430966,5800.454556071712,Two year,Fiber optic,Credit card,0,99.16990405121749,-75.1193274285585,0.043211317961915935,1,12.432059368551794,32,27.196758750003568,25.812479700690687,0.05089867737686568
CUST2,61,93.01734533106766,2330.9371698360333,Month-to-month,DSL,Electronic check,0,132.281231912936,-74.1193679766772,0.011448574391901757,4,10.312869752508007,17,34.45494962159751,22.616809980212032,0.3435831359905671
CUST3,21,77.17893159359805,6698.921040781756,Two year,Fiber optic,Electronic check,0,112.01834020111271,-92.9879375599648,0.0456782898136151,6,16.63182897992504,5,49.52885792141279,53.26238962700343,-0.07538093673620767
CUST4,24,63.40521760809567,2603.0750548376072,Month-to-month,DSL,Bank transfer,0,100.80813362896959,-91.75261175064475,0.01797986505532296,0,23.971182749293714,31,27.512145962294,18.536724281592615,0.32623488160474273
CUST5,3,32.75701745713709,5828.235679493684,Two year,DSL,Mailed check,0,72.23072244243627,-86.35814310028502,0.036327092568494,2,24.27225315933214,30,16.851163619859975,14.82516138161581,0.12022921882121035
CUST6,22,60.908514863487625,1055.8981633453247,One year,No,Electronic check,0,67.05267897814537,-95.23005259692054,0.042400515838820894,4,17.81344615413537,11,34.244476737793775,20.170897379147906,0.4109737014352922
CUST7,53,55.43771829861353,1432.7429781495907,One year,DSL,Credit card,0,105.48314503881075,-82.64592606336038,0.021818521325716746,0,8.544867340769699,59,46.38232685843377,41.84595870817162,0.09780380712912194
CUST8,2,50.28298889787422,2594.785591615184,One year,Fiber optic,Bank transfer,0,98.24411282870403,-70.64098447952277,0.0025754273231191785,4,15.140541418001575,22,5.773937701890634,4.838960678534705,0.1619305700249896
CUST9,30,93.08796233222077,4791.602764576106,Month-to-month,No,Bank transfer,0,125.57521873504102,-81.32014206828842,0.04748307172458163,1,10.78711206910863,28,49.665002187042454,34.5893227876353,0.3035473419014645
CUST10,38,90.07255212842638,5199.540735281725,Two year,No,Mailed check,0,113.21803652748375,-74.72857454691382,0.003624002641217966,1,1.0,2,29.5046773049207,21.10375549767715,0.2847318654063867
CUST11,2,78.90200909809116,3231.2137585430514,Two year,DSL,Bank transfer,1,134.3217329919545,-103.79525239480351,0.0174054795582462,3,1.0,32,40.974997432905006,20.7689164610981,0.4931319643129592
CUST12,64,113.86648132933722,714.9293095730609,One year,DSL,Electronic check,0,107.68398552018785,-90.03331533392709,0.02982236488858299,3,26.96311726960476,38,10.319981958706812,5.3573259469121925,0.48087836118819005
CUST13,60,54.985438418085444,3051.7137515325217,One year,No,Credit card,0,102.71265936538086,-103.96671409770588,0.005876835381871654,4,20.944620316632626,27,18.117601365955284,16.679068627576054,0.07939973450803325
CUST14,21,44.38019377101796,5541.263376077297,One year,Fiber optic,Bank transfer,0,50.07646732346766,-85.62373286755279,0.041910316329463404,2,29.878392386747688,17,48.97216415276223,49.11237718676484,-0.0028631169650830636
CUST15,33,85.59033130983995,5400.864142929496,Two year,DSL,Bank transfer,0,87.42609370178332,-63.179754515250536,0.010171107788822421,1,17.294753474389466,43,17.955709393250036,15.851862657429596,0.11716867820389901
CUST16,58,39.881406093740296,1365.5516643229978,One year,No,Credit card,0,101.80193110631008,-67.29289193377507,0.04930018316545387,1,17.932254010345737,21,23.54967888737693,13.125127561272665,0.44266214312128144
CUST17,22,51.50105071834246,161.49336512484052,Month-to-month,Fiber optic,Bank transfer,0,96.59893917240613,-81.13623969174806,0.04582167202825421,2,15.408117011716092,19,17.631551691190737,20.428077060401005,-0.15860914672685889
CUST18,49,42.460244007488484,6048.554776639323,One year,DSL,Bank transfer,0,109.47221353281529,-84.19237382657815,0.03022780436089317,1,15.088695027517247,15,26.081041259139308,26.065458234603696,0.0005974847545686664
CUST19,59,26.91535677185012,940.3085144434253,One year,No,Mailed check,0,102.35051596999247,-80.19583693515331,0.033000504464368995,1,16.416704813844262,57,12.157408922020544,8.098807951464437,0.33383766200418086
